"Name","Platform","Genre","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating"
"LEGO Rock Band","X360","Misc",0.56,71,50,71,31,"E10+"
"Bolt","Wii","Adventure",0.56,50,4,57,5,"E10+"
"TMNT","X360","Action",0.56,58,31,62,32,"E10+"
"Final Fantasy IV: The Complete Collection","PSP","Role-Playing",0.56,77,41,74,80,"E10+"
"Rayman Origins","Wii","Platform",0.55,92,13,82,127,"E10+"
"Sly Cooper: Thieves in Time","PS3","Platform",0.54,75,69,82,343,"E10+"
"NHL 14","PS3","Sports",0.54,80,22,59,79,"E10+"
"Crash Tag Team Racing","PS2","Racing",0.54,66,21,69,49,"E10+"
"Rayman Origins","PSV","Platform",0.54,88,54,83,298,"E10+"
"Final Fantasy Explorers","3DS","Role-Playing",0.54,69,57,69,87,"E10+"
"Over the Hedge","PS2","Platform",0.54,58,29,85,10,"E10+"
"NHL 14","X360","Sports",0.54,81,30,58,92,"E10+"
"LEGO Dimensions","WiiU","Action",0.53,62,5,64,29,"E10+"
"Just Dance 2015","XOne","Misc",0.53,70,17,74,20,"E10+"
"The LEGO Movie Videogame","XOne","Action",0.53,69,18,68,49,"E10+"
"Burnout Revenge","XB","Racing",0.53,89,65,83,66,"E10+"
"Magician's Quest: Mysterious Times","DS","Role-Playing",0.53,69,13,75,9,"E10+"
"Star Fox Command","DS","Shooter",0.53,76,56,72,56,"E10+"
"Michael Jackson: The Experience","PS3","Misc",0.52,66,11,83,16,"E10+"
"The Golden Compass","PS2","Action",0.52,46,10,51,6,"E10+"
"We Cheer","Wii","Simulation",0.52,56,12,72,13,"E10+"
"LEGO Jurassic World","WiiU","Action",0.52,71,5,80,14,"E10+"
"Kung Fu Panda","PS3","Action",0.51,76,23,72,18,"E10+"
"Spectrobes: Beyond the Portals","DS","Role-Playing",0.51,70,26,76,14,"E10+"
"Alice in Wonderland","Wii","Adventure",0.51,69,18,73,13,"E10+"
"Iron Man","DS","Action",0.51,56,10,69,4,"E10+"
"NHL 07","PS2","Sports",0.51,76,11,45,51,"E10+"
"NHL 09","X360","Sports",0.5,88,41,83,61,"E10+"
"Avatar: The Last Airbender","GC","Adventure",0.5,60,10,64,4,"E10+"
"Crash: Mind Over Mutant","PS2","Platform",0.5,73,7,64,36,"E10+"
"Test Drive Unlimited","PSP","Racing",0.5,80,18,72,29,"E10+"
"Theatrhythm: Final Fantasy","3DS","Misc",0.5,78,60,77,113,"E10+"
"Dance Dance Revolution Universe 2","X360","Simulation",0.5,65,10,73,5,"E10+"
"Burnout Revenge","X360","Racing",0.5,89,61,80,140,"E10+"
"Shrek SuperSlam","PS2","Action",0.5,67,21,89,26,"E10+"
"Dragon Ball Z: Supersonic Warriors 2","DS","Fighting",0.49,66,13,75,28,"E10+"
"Sonic Lost World","3DS","Platform",0.49,59,34,64,144,"E10+"
"Boogie","Wii","Misc",0.49,57,37,52,54,"E10+"
"Fire Emblem: Radiant Dawn","Wii","Strategy",0.49,78,36,86,180,"E10+"
"Plants vs. Zombies: Garden Warfare 2","PS4","Shooter",0.49,81,29,76,111,"E10+"
"Star Wars Battlefront: Elite Squadron","DS","Shooter",0.49,61,12,49,8,"E10+"
"Asphalt 3D","3DS","Racing",0.49,43,37,43,24,"E10+"
"Steel Diver","3DS","Action",0.49,58,55,62,29,"E10+"
"Shrek the Third","PS2","Action",0.48,56,18,60,9,"E10+"
"Skylanders: SuperChargers","WiiU","Action",0.48,87,13,55,65,"E10+"
"Plants vs. Zombies: Garden Warfare 2","XOne","Shooter",0.48,80,64,80,79,"E10+"
"NHL 16","XOne","Sports",0.48,80,18,59,81,"E10+"
"Children of Mana","DS","Role-Playing",0.48,65,34,59,21,"E10+"
"Sonic the Hedgehog","PS3","Platform",0.48,43,17,40,176,"E10+"
"Pinball Hall of Fame: The Williams Collection","Wii","Misc",0.47,82,16,87,36,"E10+"
"Crash: Mind Over Mutant","X360","Platform",0.47,60,42,64,23,"E10+"
"Need for Speed Carbon","XB","Racing",0.47,74,19,73,11,"E10+"
"Crazy Taxi: Fare Wars","PSP","Racing",0.47,64,25,70,18,"E10+"
"Emergency Heroes","Wii","Racing",0.47,41,12,41,15,"E10+"
"Pirates of the Caribbean: Dead Man's Chest","GBA","Adventure",0.47,70,8,55,5,"E10+"
"World Series of Poker","PS2","Misc",0.47,46,15,81,20,"E10+"
"Final Fantasy Crystal Chronicles: Echoes of Time","DS","Role-Playing",0.47,75,37,72,21,"E10+"
"Spider-Man 3","DS","Platform",0.47,79,21,64,17,"E10+"
"Harry Potter and the Order of the Phoenix","Wii","Action",0.46,69,34,71,28,"E10+"
"Need for Speed: Hot Pursuit","Wii","Racing",0.46,50,8,36,18,"E10+"
"Jak and Daxter: The Lost Frontier","PS2","Platform",0.46,72,8,45,32,"E10+"
"The Golden Compass","X360","Action",0.46,41,25,40,14,"E10+"
"Just Dance 2014","XOne","Misc",0.45,71,6,69,58,"E10+"
"LEGO The Hobbit","X360","Action",0.45,70,4,86,11,"E10+"
"Burnout Dominator","PSP","Racing",0.45,76,23,81,27,"E10+"
"Crash of the Titans","Wii","Action",0.45,69,16,57,22,"E10+"
"Skylanders: Trap Team","PS4","Action",0.44,78,46,55,32,"E10+"
"Worms: Open Warfare 2","PSP","Strategy",0.44,80,26,80,25,"E10+"
"Sid Meier's Civilization Revolution","DS","Strategy",0.44,80,26,76,21,"E10+"
"LEGO Star Wars II: The Original Trilogy","XB","Action",0.44,85,27,85,15,"E10+"
"Dance Dance Revolution: Hottest Party 3","Wii","Simulation",0.44,66,5,81,5,"E10+"
"G-Force","Wii","Action",0.44,69,6,79,6,"E10+"
"The Legend of Spyro: Dawn of the Dragon","PS3","Platform",0.44,59,22,65,36,"E10+"
"Ben 10 Alien Force: Vilgax Attacks","Wii","Action",0.44,65,5,39,6,"E10+"
"Thrillville: Off the Rails","Wii","Strategy",0.44,70,14,27,40,"E10+"
"Child of Eden","X360","Shooter",0.44,84,81,76,95,"E10+"
"Band Hero","DS","Misc",0.43,65,18,69,4,"E10+"
"Lego Batman 3: Beyond Gotham","XOne","Action",0.43,74,25,70,36,"E10+"
"Ghostbusters: The Video Game","PS2","Action",0.43,64,9,86,6,"E10+"
"OkamiDen","DS","Adventure",0.43,82,48,78,53,"E10+"
"Hometown Story","3DS","Role-Playing",0.43,47,14,59,24,"E10+"
"Just Dance 4","PS3","Misc",0.43,77,5,70,29,"E10+"
"Rayman Legends","X360","Platform",0.43,90,35,81,217,"E10+"
"Crash: Mind Over Mutant","Wii","Platform",0.43,70,13,65,16,"E10+"
"Naruto: Ninja Council 3","DS","Action",0.42,56,23,64,13,"E10+"
"The Legend of Spyro: The Eternal Night","PS2","Platform",0.42,54,18,53,28,"E10+"
"NHL 2K6","PS2","Sports",0.42,81,28,57,18,"E10+"
"Trials Fusion","PS4","Racing",0.42,79,51,71,244,"E10+"
"How to Train Your Dragon","Wii","Action",0.42,59,11,69,4,"E10+"
"Story of Seasons","3DS","Simulation",0.42,76,39,81,54,"E10+"
"Harry Potter and the Goblet of Fire","GC","Action",0.42,69,20,62,13,"E10+"
"Thrillville: Off the Rails","PS2","Strategy",0.42,70,11,16,30,"E10+"
"LEGO Rock Band","PS3","Misc",0.42,75,36,75,18,"E10+"
"Just Dance 2014","PS4","Misc",0.41,75,4,54,51,"E10+"
"Crash of the Titans","PS2","Action",0.41,70,12,58,48,"E10+"
"LEGO Dimensions","XOne","Action",0.41,80,12,68,27,"E10+"
"Marvel Super Hero Squad","DS","Fighting",0.41,61,4,27,4,"E10+"
"NHL 15","XOne","Sports",0.41,59,22,31,180,"E10+"
"Harry Potter and the Deathly Hallows - Part 1","DS","Action",0.41,56,6,59,4,"E10+"
"Six Flags Fun Park","Wii","Misc",0.4,43,7,70,7,"E10+"
"LEGO Harry Potter: Years 5-7","3DS","Action",0.4,71,7,64,11,"E10+"
"Rampage: Total Destruction","GC","Action",0.4,57,24,66,6,"E10+"
"Sega Superstars Tennis","PS3","Sports",0.4,67,31,73,7,"E10+"
"Spore Hero","Wii","Simulation",0.4,61,23,70,36,"E10+"
"Naruto: Path of the Ninja","DS","Role-Playing",0.4,57,18,71,9,"E10+"
