"Name","Platform","Genre","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating"
"Trauma Center: New Blood","Wii","Simulation",0.29,77,43,79,20,"T"
"Starhawk","PS3","Action",0.29,77,71,77,188,"T"
"Pirates of the Caribbean","XB","Role-Playing",0.29,65,30,73,27,"T"
"Ace Combat: Joint Assault","PSP","Simulation",0.29,71,30,71,12,"T"
"Turning Point: Fall of Liberty","X360","Shooter",0.29,43,44,67,87,"T"
"Sakura Wars: So Long, My Love","PS2","Role-Playing",0.29,81,15,72,26,"T"
"Dynasty Tactics","PS2","Strategy",0.29,79,14,80,31,"T"
"Disgaea 5: Alliance of Vengeance","PS4","Role-Playing",0.29,80,43,80,173,"T"
"Sengoku Basara: Samurai Heroes","Wii","Action",0.29,65,18,87,13,"T"
"Warriors Orochi 2","PSP","Action",0.29,56,14,74,4,"T"
"Feel the Magic XY/XX","DS","Puzzle",0.29,75,55,80,18,"T"
"World of Tanks","PC","Shooter",0.29,80,38,36,1466,"T"
"Majin and the Forsaken Kingdom","PS3","Adventure",0.29,72,49,78,35,"T"
"Dragon Ball Z: Budokai Tenkaichi 2","Wii","Fighting",0.28,72,37,84,40,"T"
"Haven: Call of the King","PS2","Platform",0.28,69,26,68,15,"T"
"Street Hoops","XB","Sports",0.28,58,22,79,4,"T"
"R: Racing Evolution","PS2","Racing",0.28,66,35,61,5,"T"
"Hatsune Miku: Project Diva f","PS3","Misc",0.28,73,10,83,108,"T"
"Marvel Nemesis: Rise of the Imperfects","XB","Fighting",0.28,58,34,74,20,"T"
"Viewtiful Joe","PS2","Action",0.28,90,34,84,35,"T"
"DeathSmiles","X360","Shooter",0.28,76,29,83,47,"T"
"Fable: The Journey","X360","Role-Playing",0.28,61,70,47,80,"T"
"Bladestorm: The Hundred Years' War","PS3","Action",0.28,58,23,78,28,"T"
"Chromehounds","X360","Simulation",0.28,71,60,69,72,"T"
"Kung Fu Chaos","XB","Fighting",0.28,68,41,84,27,"T"
"Pirates of the Caribbean: Dead Man's Chest","PSP","Adventure",0.28,52,34,79,17,"T"
"Transformers: Dark of the Moon","X360","Action",0.28,59,53,66,30,"T"
"Assassin's Creed II: Discovery","DS","Action",0.28,69,20,72,22,"T"
"Syphon Filter: Dark Mirror","PS2","Shooter",0.28,70,24,77,12,"T"
"Mission: Impossible - Operation Surma","PS2","Platform",0.28,64,30,77,10,"T"
"Guitar Hero: Van Halen","Wii","Misc",0.28,50,12,51,6,"T"
"Dead or Alive","PS","Fighting",0.28,84,10,85,18,"T"
"Wild ARMs 5","PS2","Role-Playing",0.28,71,26,74,22,"T"
"El Shaddai: Ascension of the Metatron","PS3","Action",0.28,78,46,74,40,"T"
"Kenka Bancho: Badass Rumble","PSP","Action",0.28,70,21,74,6,"T"
"Mister Mosquito","PS2","Shooter",0.28,65,23,48,11,"T"
"Virtua Fighter 5 Online","X360","Fighting",0.28,89,36,75,62,"T"
"Indiana Jones and the Staff of Kings","PS2","Action",0.28,55,4,74,13,"T"
"Dave Mirra Freestyle BMX 2","GC","Sports",0.28,78,15,76,10,"T"
"One Piece: Unlimited World Red","PS3","Action",0.28,71,28,72,46,"T"
"Summer Heat Beach Volleyball","PS2","Sports",0.28,65,21,76,19,"T"
"Castlevania: Aria of Sorrow","GBA","Platform",0.28,91,29,90,127,"T"
"Guitar Hero: Van Halen","PS3","Misc",0.27,59,33,46,9,"T"
"Dragon Ball Z: Budokai 2","GC","Fighting",0.27,66,9,57,12,"T"
"Rock Revolution","X360","Misc",0.27,38,28,50,17,"T"
"WWII Aces","Wii","Simulation",0.27,41,7,53,18,"T"
"Pro Race Driver","PS2","Racing",0.27,81,22,84,20,"T"
"Baten Kaitos: Eternal Wings and the Lost Ocean","GC","Role-Playing",0.27,80,48,89,59,"T"
"Iron Man 2","X360","Action",0.27,41,35,58,54,"T"
"Disgaea 3: Absence of Detention","PSV","Role-Playing",0.27,78,28,75,116,"T"
"Rocky: Legends","PS2","Action",0.27,65,24,85,12,"T"
"Fullmetal Alchemist 2: Curse of the Crimson Elixir","PS2","Role-Playing",0.27,67,21,83,20,"T"
"Lightning Returns: Final Fantasy XIII","X360","Role-Playing",0.27,69,21,65,222,"T"
"Transformers: Cybertron Adventures","Wii","Action",0.27,41,15,64,8,"T"
"Stuntman: Ignition","PS2","Racing",0.27,71,8,63,8,"T"
"Fantastic 4","XB","Action",0.27,62,46,65,8,"T"
"Batman: Arkham Origins Blackgate","3DS","Action",0.27,68,7,67,38,"T"
"R.U.S.E.","PC","Strategy",0.27,76,33,80,176,"T"
"Rock Revolution","PS3","Misc",0.27,42,20,65,12,"T"
"The Sims 2: Pets","GC","Simulation",0.27,66,15,72,8,"T"
"Tropico 4","PC","Strategy",0.27,78,46,76,359,"T"
"Jurassic Park: Operation Genesis","PS2","Simulation",0.27,75,13,88,21,"T"
"Knockout Kings 2002","XB","Sports",0.27,78,20,78,7,"T"
"InuYasha: Feudal Combat","PS2","Fighting",0.27,52,14,82,21,"T"
"R.U.S.E.","X360","Strategy",0.27,78,45,69,38,"T"
"Section 8","X360","Shooter",0.27,69,49,72,59,"T"
"Lowrider","PS2","Misc",0.26,46,14,83,11,"T"
"Batman: Return to Arkham","PS4","Action",0.26,73,28,84,79,"T"
"The Incredible Hulk","X360","Action",0.26,55,42,63,24,"T"
"Panzer Dragoon Orta","XB","Shooter",0.26,90,41,84,64,"T"
"Superman Returns","X360","Action",0.26,51,48,61,49,"T"
"Shin Megami Tensei: Devil Survivor","DS","Role-Playing",0.26,84,28,87,79,"T"
"The Incredible Hulk","PS3","Action",0.26,55,26,67,20,"T"
"Dragon Ball Z: Tenkaichi Tag Team","PSP","Fighting",0.26,63,22,85,20,"T"
"Etrian Odyssey Untold: The Millennium Girl","3DS","Role-Playing",0.26,80,41,81,89,"T"
"Star Wars: Bounty Hunter","GC","Shooter",0.26,67,20,75,16,"T"
"Dynasty Warriors 7: Xtreme Legends","PS3","Action",0.26,64,11,77,9,"T"
"Naruto: Ultimate Ninja Heroes","PSP","Fighting",0.26,70,11,65,11,"T"
"WWE 2K17","XOne","Sports",0.26,68,12,54,27,"T"
"Battlestations: Midway","X360","Strategy",0.26,73,55,70,40,"T"
"Armored Core: Nexus","PS2","Simulation",0.26,73,19,86,7,"T"
"Evolution Skateboarding","PS2","Sports",0.26,44,14,66,9,"T"
"Batman: Vengeance","GC","Adventure",0.26,70,17,57,16,"T"
"Spider-Man: Web of Shadows","PS3","Action",0.26,67,44,78,34,"T"
"Legaia 2: Duel Saga","PS2","Role-Playing",0.26,67,21,83,43,"T"
"Oddworld: Stranger's Wrath","XB","Adventure",0.26,88,65,90,58,"T"
"King of Fighters: Maximum Impact","PS2","Fighting",0.26,64,45,68,12,"T"
"Atelier Ayesha: The Alchemist of Dusk","PS3","Role-Playing",0.26,70,17,65,120,"T"
"Battleborn","PS4","Shooter",0.26,68,55,67,402,"T"
"Tokyo Jungle","PS3","Action",0.26,74,60,83,89,"T"
"Peter Jackson's King Kong: The Official Game of the Movie","X360","Action",0.26,80,57,74,79,"T"
"Castlevania: Harmony of Dissonance","GBA","Platform",0.26,87,27,81,39,"T"
"Pirates of the Caribbean: Dead Man's Chest","DS","Adventure",0.26,63,11,85,7,"T"
"Baldur's Gate: Dark Alliance II","XB","Role-Playing",0.26,77,44,78,16,"T"
"Super Street Fighter II: Turbo Revival","GBA","Fighting",0.25,84,17,73,10,"T"
"Secret Weapons Over Normandy","XB","Simulation",0.25,77,31,87,4,"T"
"Silent Hunter 5: Battle of the Atlantic","PC","Simulation",0.25,62,26,34,104,"T"
"Juiced 2: Hot Import Nights","PS3","Racing",0.25,71,10,63,5,"T"
"Medal of Honor European Assault","GC","Shooter",0.25,71,22,78,14,"T"
"Prison Break: The Conspiracy","PS3","Action",0.25,42,33,37,20,"T"
"Ultimate Fighting Championship","PS","Fighting",0.25,53,6,73,16,"T"
"Hatsune Miku: Project Diva F 2nd","PS3","Misc",0.25,78,15,85,49,"T"
"The Mummy: Tomb of the Dragon Emperor","PS2","Action",0.25,38,7,67,6,"T"
"Def Jam Vendetta","GC","Fighting",0.25,81,22,84,8,"T"
"The Sims 2","XB","Simulation",0.25,75,31,70,8,"T"
"Spider-Man: Web of Shadows","Wii","Action",0.25,63,20,68,13,"T"
"Tony Hawk's Proving Ground","Wii","Sports",0.25,57,8,61,19,"T"
"Indiana Jones and the Staff of Kings","PSP","Action",0.25,63,10,77,17,"T"
"Don King Presents: Prizefighter","X360","Sports",0.25,56,45,63,29,"T"
"Devil Kings","PS2","Action",0.25,64,27,73,12,"T"
"Spider-Man: Edge of Time","X360","Action",0.25,57,50,67,33,"T"
"Dynasty Warriors 6","PS2","Action",0.25,43,7,53,14,"T"
"America's Army: Rise of a Soldier","XB","Shooter",0.25,70,19,73,21,"T"
"Pirates of the Caribbean: The Legend of Jack Sparrow","PS2","Adventure",0.25,51,32,74,13,"T"
"Armored Core 4","X360","Simulation",0.25,65,31,71,31,"T"
"Indiana Jones and the Staff of Kings","DS","Action",0.25,50,5,67,11,"T"
"X-Men Origins: Wolverine","Wii","Action",0.25,53,8,60,10,"T"
"Disgaea 2: Dark Hero Days","PSP","Role-Playing",0.25,83,33,70,47,"T"
"Final Fantasy XI: Chains of Promathia","PS2","Role-Playing",0.25,77,13,79,10,"T"
"X-Men Legends II: Rise of Apocalypse","GC","Role-Playing",0.25,82,34,61,26,"T"
"Sword Art Online: Lost Song","PS4","Role-Playing",0.25,63,32,62,60,"T"
"Stella Glow","3DS","Role-Playing",0.24,79,32,86,82,"T"
"Army Men: Sarge's Heroes 2","PS","Shooter",0.24,48,8,72,7,"T"
"Ys: Memories of Celceta","PSV","Action",0.24,82,56,87,237,"T"
"Vexx","PS2","Platform",0.24,63,20,75,11,"T"
"Samurai Warriors 4","PS4","Action",0.24,76,31,80,74,"T"
"Ace Combat: Assault Horizon Legacy","3DS","Simulation",0.24,71,37,77,26,"T"
"Dynasty Warriors Next","PSV","Action",0.24,67,35,74,73,"T"
"Turning Point: Fall of Liberty","PS3","Shooter",0.24,42,28,54,33,"T"
"Kill.Switch","XB","Shooter",0.24,75,26,79,7,"T"
"Lunar: Silver Star Harmony","PSP","Role-Playing",0.24,80,26,76,47,"T"
"Peter Jackson's King Kong: The Official Game of the Movie","GC","Action",0.24,81,30,82,8,"T"
"The Simpsons: Road Rage","GC","Racing",0.24,67,16,76,12,"T"
"Dynasty Warriors 7","X360","Action",0.24,58,22,79,46,"T"
"Total War: Attila","PC","Strategy",0.24,80,66,72,520,"T"
"Azurik: Rise of Perathia","XB","Action",0.24,52,26,84,14,"T"
"Dragon Ball Z: Sagas","XB","Fighting",0.24,51,11,60,8,"T"
"AC/DC LIVE: Rock Band Track Pack","PS3","Misc",0.24,60,12,52,14,"T"
"Asura's Wrath","X360","Action",0.24,71,54,64,131,"T"
"Fantastic 4","GC","Action",0.24,61,32,39,6,"T"
"Luminous Arc","DS","Role-Playing",0.24,70,25,69,24,"T"
"Dreamcast Collection","X360","Misc",0.24,53,31,51,10,"T"
"Spider-Man: Shattered Dimensions","Wii","Action",0.24,75,13,76,15,"T"
"Ghost Rider","PSP","Action",0.24,49,17,56,13,"T"
"Shadow Hearts: Covenant","PS2","Role-Playing",0.24,85,49,90,54,"T"
"X-Men: Destiny","PS3","Action",0.24,50,33,47,37,"T"
"Dynasty Warriors 6 Empires","X360","Action",0.24,59,24,72,28,"T"
"G.I. Joe: The Rise of Cobra","X360","Action",0.24,42,59,46,22,"T"
"X-Men: Destiny","X360","Action",0.24,47,51,49,72,"T"
"Broken Sword: Shadow of the Templars - The Director's Cut","Wii","Adventure",0.24,74,29,80,14,"T"
"Birds of Steel","PS3","Simulation",0.23,73,27,83,18,"T"
"DC Universe Online","PC","Role-Playing",0.23,72,27,67,243,"T"
"Prince of Persia: The Forgotten Sands","Wii","Action",0.23,77,24,80,31,"T"
"Buffy the Vampire Slayer","XB","Action",0.23,79,30,90,31,"T"
"Sands of Destruction","DS","Role-Playing",0.23,63,20,78,18,"T"
"Test Drive: Eve of Destruction","PS2","Racing",0.23,73,34,90,23,"T"
"Dynasty Warriors: Gundam Reborn","PS3","Action",0.23,64,35,74,25,"T"
"Hatsune Miku: Project Diva f","PSV","Misc",0.23,81,10,79,90,"T"
"The Legend of Heroes: Trails of Cold Steel","PSV","Role-Playing",0.23,77,20,74,132,"T"
"Jeremy McGrath Supercross World","PS2","Racing",0.23,35,9,33,16,"T"
"The Scorpion King: Rise of the Akkadian","PS2","Action",0.23,47,12,71,6,"T"
"Star Wars Jedi Knight II: Jedi Outcast","GC","Shooter",0.23,75,17,77,19,"T"
"Tom Clancy's Splinter Cell","GC","Action",0.23,89,19,86,25,"T"
"The Incredible Hulk: Ultimate Destruction","XB","Action",0.23,84,47,79,22,"T"
"Gundam Battle Assault","PS","Fighting",0.23,61,4,77,4,"T"
"XCOM 2","PC","Strategy",0.23,88,104,70,1221,"T"
"Cross Edge","PS3","Role-Playing",0.23,52,32,71,82,"T"
"The Lord of the Rings: Aragorn's Quest","Wii","Action",0.23,58,21,77,5,"T"
"Tribes: Aerial Assault","PS2","Shooter",0.23,73,23,87,47,"T"
"Dynasty Warriors: Strikeforce","X360","Action",0.23,59,18,56,12,"T"
"Airblade","PS2","Sports",0.23,70,18,57,12,"T"
"The Italian Job","PS2","Racing",0.23,55,18,62,4,"T"
"Freedom Fighters","XB","Shooter",0.23,82,23,81,23,"T"
"Final Fantasy XI: Treasures of Aht Urhgan","PS2","Role-Playing",0.23,87,4,70,13,"T"
"WWE All Stars","3DS","Fighting",0.23,71,12,73,7,"T"
"Alundra","PS","Role-Playing",0.23,86,9,89,41,"T"
"Transformers: Devastation","PS4","Action",0.23,77,50,74,160,"T"
"BlowOut","PS2","Shooter",0.23,58,12,61,5,"T"
"Disgaea: Afternoon of Darkness","PSP","Role-Playing",0.23,87,37,81,69,"T"
"Toukiden Kiwami","PSV","Action",0.23,82,5,85,42,"T"
"Ys Seven","PSP","Role-Playing",0.23,79,27,84,65,"T"
"AC/DC LIVE: Rock Band Track Pack","X360","Misc",0.23,63,16,48,10,"T"
"Justice League Heroes","PSP","Role-Playing",0.22,72,13,77,5,"T"
"Skies of Arcadia Legends","GC","Role-Playing",0.22,84,31,91,95,"T"
"Spider-Man: Edge of Time","PS3","Action",0.22,58,43,71,29,"T"
"Spirit Camera: The Cursed Memoir","3DS","Adventure",0.22,54,35,60,28,"T"
"Galactic Wrestling: Featuring Ultimate Muscle","PS2","Fighting",0.22,61,12,79,5,"T"
"FaceBreaker K.O. Party","Wii","Fighting",0.22,61,15,55,7,"T"
"Luminous Arc 2","DS","Role-Playing",0.22,73,19,76,14,"T"
"Shinobi","3DS","Platform",0.22,69,33,72,33,"T"
"The Lord of the Rings: The Third Age","GBA","Role-Playing",0.22,67,7,84,12,"T"
"The Sims 4: Get Together","PC","Simulation",0.22,72,16,72,117,"T"
"Viewtiful Joe 2","GC","Action",0.22,86,39,82,19,"T"
"Magna Carta: Tears of Blood","PS2","Role-Playing",0.22,66,34,69,22,"T"
"Capcom vs. SNK","DC","Fighting",0.22,80,17,89,24,"T"
"Aliens vs Predator: Requiem","PSP","Action",0.22,49,34,55,19,"T"
"From Russia With Love","GC","Action",0.22,70,20,84,13,"T"
"Guitar Hero: Smash Hits","PS2","Misc",0.22,69,6,82,6,"T"
"Shin Megami Tensei: Persona","PSP","Role-Playing",0.22,78,30,79,47,"T"
"Growlanser: Heritage of War","PS2","Role-Playing",0.22,60,7,78,9,"T"
"Tropico 3","X360","Strategy",0.22,75,33,65,22,"T"
"Deadly Creatures","Wii","Action",0.22,72,45,87,36,"T"
"Naruto Shippuden: Ultimate Ninja Storm Revolution","X360","Fighting",0.22,62,11,72,44,"T"
"Full Auto","X360","Shooter",0.22,70,63,77,36,"T"
"Over G Fighters","X360","Simulation",0.21,49,36,59,49,"T"
"Star Wars: The Force Unleashed II","DS","Action",0.21,43,5,39,5,"T"
"Crash 'N' Burn","PS2","Racing",0.21,63,17,79,7,"T"
"Disaster Report","PS2","Action",0.21,66,28,79,7,"T"
"Armored Core V","X360","Simulation",0.21,68,37,71,37,"T"
"The Bard's Tale","PS2","Role-Playing",0.21,76,44,85,14,"T"
"Yu Yu Hakusho: Dark Tournament","PS2","Fighting",0.21,56,15,84,18,"T"
"Conflict Zone","PS2","Strategy",0.21,47,7,73,8,"T"
"Code Name: S.T.E.A.M.","3DS","Strategy",0.21,69,69,76,125,"T"
"Star Wars: Battlefront","PC","Shooter",0.21,72,19,34,1509,"T"
"World Poker Tour","PS2","Misc",0.21,60,17,85,5,"T"
"Viewtiful Joe 2","PS2","Action",0.21,85,29,76,17,"T"
"Robotech: Battlecry","XB","Shooter",0.21,74,22,69,10,"T"
"Dragon Ball: Fusions","3DS","Role-Playing",0.21,68,12,75,16,"T"
"Disgaea D2: A Brighter Darkness","PS3","Role-Playing",0.21,74,37,80,61,"T"
"Maximo vs Army of Zin","PS2","Platform",0.21,83,46,77,13,"T"
"Summoner 2","PS2","Role-Playing",0.21,76,20,82,22,"T"
"Shadow of Destiny","PS2","Adventure",0.21,78,18,81,19,"T"
"Ninja Gaiden: Dragon Sword","DS","Action",0.21,83,52,77,36,"T"
"Cabela's Deer Hunt: 2004 Season","XB","Sports",0.21,65,5,83,16,"T"
"Heroes of Ruin","3DS","Role-Playing",0.21,69,53,73,50,"T"
"G.I. Joe: The Rise of Cobra","PS3","Action",0.21,43,32,47,13,"T"
"UFC Undisputed 2010","PSP","Fighting",0.21,74,27,69,13,"T"
"Batman Begins","XB","Action",0.21,65,56,70,21,"T"
"JSRF: Jet Set Radio Future","XB","Action",0.21,88,36,81,102,"T"
"J Stars Victory Vs.","PSV","Fighting",0.21,74,5,78,29,"T"
"ESPN Winter X Games: Snowboarding 2002","PS2","Sports",0.21,64,14,78,8,"T"
"Project: Snowblind","PS2","Action",0.21,78,54,82,23,"T"
"Prison Break: The Conspiracy","X360","Action",0.21,40,37,46,19,"T"
"You Don't Know Jack","Wii","Misc",0.21,81,5,76,6,"T"
"The Last Airbender","Wii","Action",0.21,53,4,65,5,"T"
"StokEd","X360","Sports",0.21,68,34,85,19,"T"
"You Don't Know Jack","X360","Misc",0.21,82,23,78,29,"T"
"Tony Hawk's Pro Skater 5","PS4","Sports",0.21,32,43,14,427,"T"
"Dragon Ball Z: Sagas","GC","Fighting",0.21,48,11,65,11,"T"
"X2: Wolverine's Revenge","XB","Platform",0.21,58,27,63,9,"T"
"Lost Planet 3","PS3","Shooter",0.21,61,30,54,102,"T"
"Capcom Fighting Evolution","PS2","Fighting",0.2,57,33,47,5,"T"
"Mobile Suit Gundam: Crossfire","PS3","Simulation",0.2,33,31,50,47,"T"
"Suikoden Tactics","PS2","Strategy",0.2,68,31,85,17,"T"
"EVE Online","PC","Role-Playing",0.2,69,22,74,280,"T"
"Phantasy Star Online","DC","Role-Playing",0.2,89,21,90,33,"T"
"Crazy Taxi 3: High Roller","XB","Racing",0.2,69,33,84,13,"T"
"The King of Fighters Collection: The Orochi Saga","PS2","Fighting",0.2,67,14,84,4,"T"
"The Con","PSP","Fighting",0.2,63,37,72,16,"T"
"Enchanted Arms","PS3","Role-Playing",0.2,64,23,58,40,"T"
"The Witch and the Hundred Knight","PS3","Role-Playing",0.2,53,44,74,80,"T"
"Code of Princess","3DS","Action",0.2,67,38,75,73,"T"
"DarkStar One: Broken Alliance","X360","Simulation",0.2,63,33,71,19,"T"
"Dragon Ball: Xenoverse 2","XOne","Action",0.2,73,8,72,29,"T"
"Odin Sphere: Leifthrasir","PS4","Role-Playing",0.2,87,49,81,178,"T"
"Warriors Orochi","PSP","Action",0.2,62,13,65,10,"T"
"Infinite Space","DS","Role-Playing",0.2,75,46,89,61,"T"
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","XB","Action",0.2,72,31,59,6,"T"
"The Legend of Heroes: Trails of Cold Steel","PS3","Role-Playing",0.2,86,12,76,128,"T"
"Tekken 3D: Prime Edition","3DS","Fighting",0.2,64,42,58,39,"T"
"Front Mission Evolved","X360","Shooter",0.2,58,52,60,24,"T"
"From Russia With Love","XB","Action",0.2,71,34,87,12,"T"
"Apache: Air Assault","PS3","Simulation",0.2,66,17,60,12,"T"
"Grandia II","DC","Role-Playing",0.2,90,17,87,57,"T"
"Record of Agarest War","X360","Role-Playing",0.2,71,7,69,35,"T"
"Gladius","PS2","Strategy",0.2,78,27,79,22,"T"
"Earth Defense Force: Insect Armageddon","PS3","Shooter",0.2,63,28,69,24,"T"
"Dave Mirra Freestyle BMX 2","XB","Sports",0.2,76,18,81,6,"T"
"Dungeon Hunter Alliance","PSV","Action",0.2,49,34,63,61,"T"
"Forgotten Realms: Demon Stone","PS2","Action",0.2,71,40,67,18,"T"
"Bleach: The 3rd Phantom","DS","Role-Playing",0.2,59,28,79,10,"T"
"Untold Legends: Dark Kingdom","PS3","Role-Playing",0.2,58,40,71,36,"T"
"Baldur's Gate: Dark Alliance","XB","Role-Playing",0.2,83,25,82,26,"T"
"Warriors Orochi","X360","Action",0.2,53,27,73,13,"T"
"Arcana Heart 3","PS3","Fighting",0.2,73,10,74,27,"T"
"Armored Core 4","PS3","Simulation",0.2,65,36,67,25,"T"
"Mana Khemia 2: Fall of Alchemy","PS2","Role-Playing",0.2,70,12,81,17,"T"
"The Great Escape","PS2","Action",0.2,57,19,79,21,"T"
"Big Mutha Truckers","XB","Racing",0.19,59,12,42,9,"T"
"The King of Fighters XI","PS2","Fighting",0.19,75,30,84,15,"T"
"Test Drive Unlimited 2","PC","Racing",0.19,72,19,56,253,"T"
"Captain America: Super Soldier","PS3","Action",0.19,61,34,72,40,"T"
"Dynasty Warriors: Gundam 2","X360","Action",0.19,49,30,69,18,"T"
"Breath of Fire: Dragon Quarter","PS2","Role-Playing",0.19,78,28,68,35,"T"
"Shiren the Wanderer","Wii","Role-Playing",0.19,71,21,75,5,"T"
"Enchanted Arms","X360","Role-Playing",0.19,69,54,68,60,"T"
"Final Fantasy XI","X360","Role-Playing",0.19,66,25,64,33,"T"
"Peter Jackson's King Kong: The Official Game of the Movie","PSP","Action",0.19,56,10,63,22,"T"
"Fighter Within","XOne","Fighting",0.19,23,39,29,211,"T"
"Aliens versus Predator: Extinction","PS2","Strategy",0.19,66,17,83,30,"T"
"X-Men Origins: Wolverine","PSP","Action",0.19,60,6,74,12,"T"
"Guitar Hero Live","WiiU","Misc",0.19,84,4,60,36,"T"
"Dynasty Warriors 8: Empires","PS4","Action",0.19,63,30,74,42,"T"
"Majin and the Forsaken Kingdom","X360","Adventure",0.19,74,46,80,24,"T"
"Arc Rise Fantasia","Wii","Role-Playing",0.19,64,26,77,43,"T"
"Teenage Mutant Ninja Turtles 2: Battle Nexus","GC","Action",0.19,49,16,45,7,"T"
"WWE All Stars","Wii","Fighting",0.19,68,11,69,8,"T"
"Naruto: Ninja Destiny","DS","Fighting",0.19,61,22,43,10,"T"
"FaceBreaker","X360","Fighting",0.19,54,57,62,19,"T"
"Injustice: Gods Among Us","WiiU","Fighting",0.19,82,5,78,112,"T"
"Tomb Raider: Underworld","DS","Action",0.19,70,9,83,10,"T"
"Death Jr.","PSP","Platform",0.19,61,40,72,21,"T"
"Hulk","GC","Action",0.19,71,26,73,7,"T"
"Phantasy Star Universe","PS2","Role-Playing",0.19,68,18,84,23,"T"
"Transworld Surf","PS2","Sports",0.19,76,15,84,6,"T"
"Armored Core: For Answer","PS3","Simulation",0.19,62,22,75,31,"T"
"Street Fighter X Tekken","PSV","Fighting",0.19,79,25,74,66,"T"
"The Legend of Heroes: Trails of Cold Steel II","PSV","Role-Playing",0.19,80,23,72,73,"T"
"Dynasty Warriors Gundam","X360","Action",0.19,55,34,67,20,"T"
"One Piece: Unlimited Adventure","Wii","Adventure",0.19,67,17,84,32,"T"
"Shaun White Skateboarding","PS3","Sports",0.19,61,26,64,8,"T"
"Robin Hood: Defender of the Crown","PS2","Strategy",0.19,59,18,55,5,"T"
"Samurai Warriors 2: Empires","PS2","Action",0.19,55,20,72,7,"T"
"Earth Defense Force: Insect Armageddon","X360","Shooter",0.19,68,40,81,45,"T"
"Dance Central: Spotlight","XOne","Misc",0.19,74,19,69,47,"T"
"La Pucelle: Tactics","PS2","Role-Playing",0.19,79,47,84,15,"T"
"Arcania: Gothic 4","PC","Role-Playing",0.19,63,25,43,307,"T"
"Sword Art Online: Hollow Realization","PS4","Role-Playing",0.19,69,32,76,52,"T"
"EverQuest Online Adventures: Frontiers","PS2","Role-Playing",0.19,77,16,84,17,"T"
"Fairy Fencer F","PS3","Role-Playing",0.19,65,31,73,50,"T"
"Phantasy Star Online Ver. 2","DC","Role-Playing",0.19,80,10,88,18,"T"
"Samurai Warriors: State of War","PSP","Action",0.18,64,30,63,8,"T"
"Dragon Blade: Wrath of Fire","Wii","Action",0.18,51,19,74,17,"T"
"Close Combat: First to Fight","XB","Shooter",0.18,69,46,77,10,"T"
"Indiana Jones and the Emperor's Tomb","XB","Action",0.18,73,43,85,17,"T"
"Buffy the Vampire Slayer: Chaos Bleeds","PS2","Action",0.18,72,27,88,47,"T"
"Heavy Fire: Afghanistan","PS3","Shooter",0.18,39,5,32,16,"T"
"Driver: San Francisco","PC","Racing",0.18,80,11,69,332,"T"
"Amplitude","PS2","Misc",0.18,86,35,87,26,"T"
"Disgaea DS","DS","Role-Playing",0.18,82,32,74,35,"T"
"Gauntlet: Seven Sorrows","XB","Role-Playing",0.18,61,36,77,4,"T"
"Bloody Roar: Primal Fury","GC","Fighting",0.18,75,27,84,20,"T"
"Saint Seiya: Soldiers' Soul","PS4","Fighting",0.18,59,30,77,45,"T"
"WWE All Stars","PSP","Fighting",0.18,70,4,65,5,"T"
"Cabela's Big Game Hunter 2005 Adventures","XB","Sports",0.18,65,5,82,6,"T"
"Gauntlet: Dark Legacy","GC","Action",0.18,60,20,90,16,"T"
"The Chronicles of Narnia: Prince Caspian","X360","Action",0.18,56,24,74,13,"T"
"Van Helsing","XB","Action",0.18,63,32,75,8,"T"
"SoulCalibur Legends","Wii","Action",0.18,52,35,56,24,"T"
"Commandos 2: Men of Courage","PS2","Strategy",0.18,67,19,67,11,"T"
"Brink","PC","Shooter",0.18,70,38,59,547,"T"
"Trinity Universe","PS3","Role-Playing",0.18,62,25,71,28,"T"
"You Don't Know Jack","PS3","Misc",0.18,82,11,72,18,"T"
"Twisted Metal: Small Brawl","PS","Action",0.18,51,14,75,49,"T"
"Otomedius Excellent","X360","Shooter",0.18,48,8,80,16,"T"
"Armored Core: Last Raven","PS2","Simulation",0.18,59,16,88,14,"T"
"K-1 World Grand Prix","PS2","Sports",0.18,67,24,89,7,"T"
"Juiced","XB","Racing",0.18,68,39,90,15,"T"
"UFC: Sudden Impact","PS2","Fighting",0.18,54,29,76,7,"T"
"Full Auto 2: Battlelines","PS3","Racing",0.18,67,43,75,25,"T"
"Dynasty Warriors: Gundam 3","X360","Action",0.18,65,27,77,20,"T"
"WWE SmackDown vs. Raw 2009","DS","Fighting",0.18,58,15,77,6,"T"
"Dark Souls II","PC","Role-Playing",0.17,91,36,70,2318,"T"
"Army Men: Sarge's Heroes 2","PS2","Shooter",0.17,54,15,45,5,"T"
"Warriors of Might and Magic","PS2","Adventure",0.17,49,12,44,6,"T"
"Dungeon Siege III","PC","Role-Playing",0.17,72,37,46,399,"T"
"Metal Arms: Glitch in the System","XB","Shooter",0.17,82,35,86,15,"T"
"Toukiden Kiwami","PS4","Action",0.17,74,35,75,74,"T"
"Trauma Team","Wii","Simulation",0.17,82,29,87,25,"T"
"MDK2 Armageddon","PS2","Shooter",0.17,80,19,82,11,"T"
"Fight Night Round 2","GC","Fighting",0.17,87,32,78,7,"T"
"X-Men: The Official Game","X360","Action",0.17,52,57,60,20,"T"
